account_id,amount,duration,payments,frequency,date_diff,card_type,no_orders,avg_order,avg_trans,avg_bal,no_of_trans,total_inhabitants,avg_unemp_rt,avg_crime_rt,avg_salary,age_at_loan,gender,same_district,status
6157,247920,48,5165,Monthly Statement,412,classic,2,7344.1,13585.46,59124.54,194,125236,7.055,0.042,9675,56,F,1,Good
6453,10944,36,304,Monthly Statement,659,NULL,4,763.5,1540.05,23022.6,226,125236,7.055,0.042,9675,43,M,1,Good
7861,21852,36,607,Monthly Statement,169,classic,5,1912.8,4174.14,56539.46,414,125236,7.055,0.042,9675,37,M,1,Good
10148,22104,12,1842,Monthly Statement,379,NULL,3,2637.67,4095.71,50942.98,157,125236,7.055,0.042,9675,33,F,1,Good
10807,67464,12,5622,Monthly Statement,359,NULL,1,5622.5,12352.04,55795.22,190,125236,7.055,0.042,9675,57,M,1,Good
226,109344,12,9112,Monthly Statement,504,classic,2,9020,7233.49,49698.99,129,285387,7.19,0.035,10177,54,F,1,Good
525,210384,48,4383,Monthly Statement,483,NULL,2,5418.35,9630.43,47845.26,188,285387,7.19,0.035,10177,41,F,1,Good
938,22260,60,371,Monthly Statement,159,NULL,2,1826.5,2251.9,30607.08,63,285387,7.19,0.035,10177,58,F,1,Good
1004,188532,36,5237,Monthly Statement,648,NULL,1,5237,14620.23,64388.99,210,285387,7.19,0.035,10177,23,F,1,Good
1928,55632,24,2318,Monthly Statement,644,NULL,1,2317.5,6178.5,30101.12,119,285387,7.19,0.035,10177,46,M,1,Good
2062,86184,12,7182,Monthly Statement,237,classic,3,3475.17,11799.43,47496.08,269,285387,7.19,0.035,10177,56,F,1,Good
2116,92400,12,7700,Monthly Statement,459,classic,3,4137.93,7329.52,42200.66,224,285387,7.19,0.035,10177,23,F,1,Good
2335,541200,60,9020,Monthly Statement,587,NULL,5,2857.2,3142.57,6690.55,329,285387,7.19,0.035,10177,51,F,1,Bad
2352,49440,60,824,Monthly Statement,464,NULL,4,1610.75,5092.53,53113.79,400,285387,7.19,0.035,10177,30,F,1,Good
4681,162624,48,3388,Monthly Statement,585,NULL,3,4306.33,6124.38,36298.75,294,285387,7.19,0.035,10177,39,F,1,Good
5622,83016,12,6918,Monthly Statement,632,junior,3,4606.1,9277.95,61408.27,565,285387,7.19,0.035,10177,12,M,0,Good
5794,123600,60,2060,Monthly Statement,297,NULL,1,2060,8432.14,42213.87,229,285387,7.19,0.035,10177,25,M,1,Good
7262,73260,60,1221,Monthly Statement,164,NULL,3,3332,5400.75,32637.26,190,285387,7.19,0.035,10177,57,F,1,Good
7907,97392,12,8116,Monthly Statement,400,NULL,2,7221.6,10202.35,55253.61,203,285387,7.19,0.035,10177,33,M,1,Good
8316,134784,24,5616,Monthly Statement,288,NULL,1,5616.2,10682.7,62731.97,422,285387,7.19,0.035,10177,55,F,1,Good
8505,42840,12,3570,Monthly Statement,265,NULL,1,3570,5202.13,35217.84,135,285387,7.19,0.035,10177,56,M,1,Good
8742,33144,12,2762,Monthly Statement,182,NULL,4,2288.5,3833.72,24695.89,203,285387,7.19,0.035,10177,18,F,1,Good
8972,45024,48,938,Monthly Statement,214,NULL,3,2571,5758.37,40796.03,247,285387,7.19,0.035,10177,40,F,1,Good
9017,100224,48,2088,Monthly Statement,125,NULL,1,2088,3813.97,15865.91,267,285387,7.19,0.035,10177,39,F,1,Bad
9422,86184,12,7182,Monthly Statement,237,classic,3,3475.17,11788.28,50556.81,269,285387,7.19,0.035,10177,56,F,1,Good
9633,59448,24,2477,Monthly Statement,539,NULL,1,2476.8,9646.73,48328.87,276,285387,7.19,0.035,10177,41,M,1,Bad
10202,305424,48,6363,Monthly Statement,346,NULL,3,4174.77,7444.95,42387.57,213,285387,7.19,0.035,10177,34,F,1,Good
10478,267600,48,5575,Weekly Statement,678,NULL,1,5575.3,11961.11,55270.81,193,285387,7.19,0.035,10177,40,F,1,Good
11138,89880,24,3745,Weekly Statement,154,classic,1,3744.7,16527.96,73259.42,325,285387,7.19,0.035,10177,29,M,1,Good
276,160920,36,4470,Monthly Statement,359,classic,2,4841.25,11168.13,50293.42,65,85852,7.655,0.032,8965,23,M,1,Good
1256,71064,36,1974,Monthly Statement,403,NULL,3,2867.33,4549.54,32609.14,409,85852,7.655,0.032,8965,49,F,1,Good
3112,123216,48,2567,Monthly Statement,561,junior,3,1873.1,10986.99,73383.99,439,85852,7.655,0.032,8965,19,F,1,Good
3143,130896,24,5454,Monthly Statement,574,NULL,2,4964,3598.55,36910.69,161,85852,7.655,0.032,8965,44,F,1,Good
3674,23628,12,1969,Monthly Statement,547,NULL,2,5735.85,12178.44,67867.18,570,85852,7.655,0.032,8965,37,M,1,Good
4354,327660,60,5461,Monthly Statement,660,classic,2,9108.65,11413.26,50955.28,143,85852,7.655,0.032,8965,57,F,1,Good
6273,87360,24,3640,Monthly Statement,321,classic,1,3639.5,9029.85,51558.5,398,85852,7.655,0.032,8965,28,M,1,Good
6555,212400,36,5900,Weekly Statement,391,NULL,1,5900,9688.58,62403.35,438,85852,7.655,0.032,8965,27,F,1,Good
6706,64860,60,1081,Monthly Statement,561,NULL,4,1137.25,3745.22,44139.58,180,85852,7.655,0.032,8965,19,F,1,Good
6985,96768,36,2688,Monthly Statement,364,NULL,2,7927.25,12966.32,59926.38,283,85852,7.655,0.032,8965,29,F,1,Good
7819,20832,48,434,Monthly Statement,550,NULL,5,1227.4,2197.58,20476.75,591,85852,7.655,0.032,8965,43,M,1,Good
9645,176148,36,4893,Monthly Statement,135,NULL,2,5038,11498.07,45596.19,230,85852,7.655,0.032,8965,33,F,1,Good
10215,44304,24,1846,Monthly Statement,314,NULL,3,2040,4074.93,57288.25,234,85852,7.655,0.032,8965,27,M,1,Good
789,73056,48,1522,Monthly Statement,290,NULL,3,1772,2022,17913.51,294,119895,8.37,0.04,10446,21,M,1,Good
3137,253560,60,4226,Monthly Statement,645,NULL,1,4226.5,10167.7,40490.78,126,119895,8.37,0.04,10446,47,F,1,Good
4423,73836,36,2051,Monthly Statement,188,classic,3,2447.67,8097.13,43375.65,335,119895,8.37,0.04,10446,28,F,1,Good
7485,91200,24,3800,Monthly Statement,231,NULL,2,7039.4,7871.54,32920.44,415,119895,8.37,0.04,10446,39,F,1,Good
10411,123408,24,5142,Per Transaction,384,gold,5,4004.8,7442.08,53253.45,322,119895,8.37,0.04,10446,28,M,1,Good
