amount,duration,payments,frequency,date_diff,card_type,no_orders,avg_order,avg_trans,avg_bal,no_of_trans,total_inhabitants,avg_unemp_rt,avg_crime_rt,avg_salary,age_at_loan,Gender_F,Gender_M,same_dist_N,same_dist_Y,loan_status
68544,24,2856,0.13353115727002968,258,0.7537091988130564,5,1965.8,6847.79,49882.26,312,114006,4.925,0.036000000000000004,9065,16,1,0,0,1,0
133848,24,5577,0.8204747774480712,697,0.7537091988130564,1,5577.3,10772.57,44806.23,173,114006,4.925,0.036000000000000004,9065,38,0,1,0,1,0
155880,24,6495,0.8204747774480712,641,0.1943620178041543,2,7399.9,12240.72,68464.94,392,114006,4.925,0.036000000000000004,9065,28,0,1,0,1,0
83280,48,1735,0.8204747774480712,628,0.1943620178041543,1,1735.0,4897.62,42475.0,286,114006,4.925,0.036000000000000004,9065,55,0,1,0,1,0
119136,48,2482,0.8204747774480712,641,0.7537091988130564,1,2482.0,8930.72,54140.82,256,114006,4.925,0.036000000000000004,9065,34,0,1,0,1,0
102876,12,8573,0.8204747774480712,462,0.1943620178041543,5,2487.6,4486.34,39814.61,274,323870,5.095,0.057,10673,52,1,0,0,1,0
128544,24,5356,0.04599406528189911,287,0.7537091988130564,5,2879.94,7622.76,51192.2,230,323870,5.095,0.057,10673,46,0,1,0,1,0
214596,36,5961,0.8204747774480712,138,0.1943620178041543,2,9794.5,16355.28,63789.81,128,323870,5.095,0.057,10673,56,1,0,0,1,0
380160,60,6336,0.8204747774480712,579,0.1943620178041543,1,6336.0,15204.01,67985.42,369,323870,5.095,0.057,10673,42,1,0,0,1,0
68124,12,5677,0.8204747774480712,320,0.7537091988130564,2,6937.0,7099.59,37501.17,162,323870,5.095,0.057,10673,36,1,0,0,1,0
146064,24,6086,0.8204747774480712,166,0.7537091988130564,4,4293.55,8585.53,43421.25,230,323870,5.095,0.057,10673,44,0,1,0,1,0
100128,24,4172,0.8204747774480712,589,0.1943620178041543,2,5153.5,10424.28,68942.87,245,323870,5.095,0.057,10673,50,0,1,0,1,0
221280,48,4610,0.13353115727002968,389,0.7537091988130564,2,6206.0,11057.84,37825.61,387,323870,5.095,0.057,10673,23,1,0,0,1,0
232560,48,4845,0.04599406528189911,164,0.7537091988130564,1,4845.0,10118.79,49002.03,243,323870,5.095,0.057,10673,26,0,1,0,1,0
59760,24,2490,0.8204747774480712,312,0.1943620178041543,2,5168.5,7037.15,62014.12,416,323870,5.095,0.057,10673,32,1,0,0,1,0
398640,60,6644,0.13353115727002968,512,0.7537091988130564,1,6643.7,14412.4,67899.04,401,323870,5.095,0.057,10673,35,0,1,0,1,0
17508,12,1459,0.8204747774480712,450,0.02225519287833828,1,1459.0,4660.76,51932.17,354,323870,5.095,0.057,10673,45,1,0,1,0,0
76992,24,3208,0.8204747774480712,139,0.1943620178041543,1,3207.8,10823.5,48684.29,164,323870,5.095,0.057,10673,28,1,0,0,1,0
194880,48,4060,0.8204747774480712,552,0.02967359050445104,2,4322.25,7799.98,38530.31,376,323870,5.095,0.057,10673,12,1,0,0,1,0
51696,24,2154,0.8204747774480712,396,0.1943620178041543,1,2153.8,12693.25,58674.81,500,323870,5.095,0.057,10673,26,0,1,0,1,0
285240,60,4754,0.8204747774480712,267,0.7537091988130564,2,4174.35,8281.74,41142.7,202,323870,5.095,0.057,10673,41,1,0,0,1,0
104712,24,4363,0.8204747774480712,691,0.7537091988130564,2,4254.35,9564.72,45250.42,457,323870,5.095,0.057,10673,46,1,0,0,1,0
191088,48,3981,0.8204747774480712,408,0.7537091988130564,1,3981.0,6226.96,32866.59,193,102609,5.14,0.021,8187,31,1,0,0,1,0
48312,24,2013,0.8204747774480712,503,0.7537091988130564,2,6360.0,5437.59,32698.88,214,102609,5.14,0.021,8187,35,1,0,0,1,0
174960,24,7290,0.8204747774480712,674,0.7537091988130564,1,7290.5,12685.58,65372.33,200,102609,5.14,0.021,8187,21,0,1,0,1,0
135360,48,2820,0.8204747774480712,363,0.02967359050445104,1,2819.8,13284.48,58129.02,293,102609,5.14,0.021,8187,16,1,0,0,1,0
141240,24,5885,0.8204747774480712,388,0.1943620178041543,5,3113.06,7783.76,63072.5,628,102609,5.14,0.021,8187,28,1,0,0,1,0
150912,36,4192,0.8204747774480712,333,0.1943620178041543,1,4192.5,9953.65,55372.95,198,102609,5.14,0.021,8187,22,0,1,0,1,0
220440,60,3674,0.13353115727002968,641,0.7537091988130564,2,6045.85,8710.16,38540.57,149,102609,5.14,0.021,8187,42,0,1,0,1,0
197748,36,5493,0.8204747774480712,163,0.7537091988130564,2,6505.0,7667.82,47919.99,428,102609,5.14,0.021,8187,24,0,1,1,0,0
317460,60,5291,0.8204747774480712,499,0.7537091988130564,3,3974.6,13987.6,66468.51,155,102609,5.14,0.021,8187,19,1,0,0,1,0
225420,60,3757,0.8204747774480712,312,0.7537091988130564,1,3757.0,5256.88,34890.91,313,117897,5.25,0.018000000000000002,8814,47,0,1,0,1,0
43164,12,3597,0.8204747774480712,363,0.7537091988130564,1,3597.0,12862.13,59798.34,381,117897,5.25,0.018000000000000002,8814,19,0,1,0,1,0
116496,24,4854,0.8204747774480712,684,0.7537091988130564,1,4853.8,11411.33,38920.76,188,117897,5.25,0.018000000000000002,8814,35,1,0,0,1,0
139536,24,5814,0.8204747774480712,576,0.7537091988130564,2,8267.25,11633.44,56452.65,481,117897,5.25,0.018000000000000002,8814,54,0,1,0,1,0
54024,12,4502,0.8204747774480712,675,0.1943620178041543,3,3091.43,7799.16,36105.77,378,117897,5.25,0.018000000000000002,8814,24,1,0,0,1,0
202848,48,4226,0.13353115727002968,349,0.7537091988130564,3,6200.43,8158.71,29765.3,192,127369,5.305,0.026000000000000002,8369,57,0,1,0,1,0
88200,36,2450,0.8204747774480712,462,0.7537091988130564,2,3067.1,5373.19,41158.96,116,127369,5.305,0.026000000000000002,8369,50,1,0,0,1,0
311232,48,6484,0.8204747774480712,542,0.1943620178041543,1,6483.7,15935.44,73529.32,263,127369,5.305,0.026000000000000002,8369,51,0,1,0,1,0
196224,48,4088,0.8204747774480712,168,0.02225519287833828,2,7222.0,17135.29,75639.47,94,127369,5.305,0.026000000000000002,8369,44,1,0,0,1,0
31140,60,519,0.8204747774480712,326,0.7537091988130564,1,519.0,2243.92,35676.31,83,127369,5.305,0.026000000000000002,8369,17,1,0,0,1,0
399120,60,6652,0.8204747774480712,450,0.7537091988130564,1,6652.5,6636.25,39458.02,154,138032,5.52,0.031,8819,55,0,1,0,1,0
68112,12,5676,0.8204747774480712,532,0.7537091988130564,4,3753.0,9235.26,53222.23,579,138032,5.52,0.031,8819,17,0,1,1,0,0
45768,12,3814,0.8204747774480712,447,0.7537091988130564,4,4439.18,11409.67,61220.06,286,138032,5.52,0.031,8819,49,1,0,0,1,0
182628,36,5073,0.8204747774480712,142,0.7537091988130564,2,4168.5,5049.23,39338.62,416,138032,5.52,0.031,8819,31,1,0,0,1,0
98184,24,4091,0.8204747774480712,111,0.7537091988130564,1,4090.8,7505.29,39696.39,412,114200,5.73,0.021,8403,49,0,1,0,1,0
100080,48,2085,0.8204747774480712,103,0.7537091988130564,2,5147.35,4788.38,29367.42,127,114200,5.73,0.021,8403,32,0,1,0,1,0
200976,48,4187,0.8204747774480712,219,0.7537091988130564,2,6870.65,8711.73,40951.64,265,114200,5.73,0.021,8403,37,1,0,0,1,0
244368,48,5091,0.04599406528189911,488,0.7537091988130564,1,5091.3,13069.85,63065.89,360,114200,5.73,0.021,8403,22,1,0,0,1,0
113544,36,3154,0.8204747774480712,358,0.7537091988130564,3,2962.67,6286.27,46865.74,363,114200,5.73,0.021,8403,49,1,0,0,1,0
27456,12,2288,0.13353115727002968,241,0.7537091988130564,4,1746.32,10550.07,49256.09,274,161227,5.75,0.03,8678,26,1,0,0,1,0
112752,36,3132,0.8204747774480712,674,0.1943620178041543,2,3467.5,5550.9,47716.64,176,161227,5.75,0.03,8678,42,0,1,0,1,0
172272,24,7178,0.8204747774480712,331,0.7537091988130564,2,10817.0,16212.6,63374.01,83,161227,5.75,0.03,8678,51,1,0,0,1,0
49488,24,2062,0.8204747774480712,217,0.1943620178041543,1,2062.0,8529.94,45033.66,87,161227,5.75,0.03,8678,56,0,1,0,1,0
154656,48,3222,0.8204747774480712,454,0.7537091988130564,2,3544.25,6471.86,40462.32,333,161227,5.75,0.03,8678,35,1,0,0,1,0
220428,36,6123,0.8204747774480712,166,0.7537091988130564,2,5894.0,15601.56,58814.78,161,106054,6.16,0.03,8110,31,1,0,0,1,0
45768,12,3814,0.13353115727002968,274,0.7537091988130564,1,3813.7,6009.7,31357.28,373,106054,6.16,0.03,8110,17,0,1,1,0,0
129408,24,5392,0.8204747774480712,440,0.7537091988130564,5,2137.4,3866.31,30469.94,344,106054,6.16,0.03,8110,34,0,1,0,1,0
46320,24,1930,0.8204747774480712,544,0.7537091988130564,5,1722.0,6810.39,45504.96,460,133777,6.68,0.036000000000000004,8705,13,1,0,0,1,0
17952,12,1496,0.8204747774480712,344,0.7537091988130564,2,3972.0,6096.6,31700.33,76,133777,6.68,0.036000000000000004,8705,45,0,1,0,1,0
289920,48,6040,0.8204747774480712,320,0.02225519287833828,1,6039.8,13441.24,64986.97,154,133777,6.68,0.036000000000000004,8705,54,0,1,0,1,0
155760,24,6490,0.8204747774480712,333,0.7537091988130564,2,9322.25,11844.91,45722.24,170,133777,6.68,0.036000000000000004,8705,49,0,1,0,1,0
88440,12,7370,0.04599406528189911,179,0.1943620178041543,1,7370.2,12807.85,52603.14,198,128118,6.78,0.054000000000000006,9317,51,0,1,0,1,0
239460,60,3991,0.8204747774480712,274,0.7537091988130564,3,4980.6,7174.26,35110.61,470,128118,6.78,0.054000000000000006,9317,52,0,1,1,0,0
15420,12,1285,0.8204747774480712,667,0.7537091988130564,3,2484.67,2940.81,34505.82,512,128118,6.78,0.054000000000000006,9317,30,0,1,1,0,0
300660,60,5011,0.8204747774480712,304,0.7537091988130564,4,3231.8,8247.93,49107.32,601,128118,6.78,0.054000000000000006,9317,40,1,0,0,1,0
42384,12,3532,0.8204747774480712,475,0.7537091988130564,3,2311.33,6647.55,43748.84,205,128118,6.78,0.054000000000000006,9317,56,0,1,0,1,0
186384,48,3883,0.13353115727002968,645,0.7537091988130564,2,4212.0,10415.23,56833.15,433,128118,6.78,0.054000000000000006,9317,33,1,0,0,1,0
125472,24,5228,0.8204747774480712,393,0.7537091988130564,2,5801.85,10603.13,48904.23,126,125236,7.055,0.042,9675,54,1,0,0,1,0
185952,48,3874,0.8204747774480712,375,0.7537091988130564,2,4249.35,9030.53,46685.1,356,125236,7.055,0.042,9675,46,1,0,0,1,0
67464,12,5622,0.8204747774480712,359,0.7537091988130564,1,5622.5,12340.98,52673.52,190,125236,7.055,0.042,9675,57,1,0,0,1,0
247920,48,5165,0.8204747774480712,412,0.1943620178041543,2,7344.1,13585.46,59124.54,194,125236,7.055,0.042,9675,56,0,1,0,1,0
10944,36,304,0.8204747774480712,659,0.7537091988130564,4,763.5,1540.05,23022.6,226,125236,7.055,0.042,9675,43,1,0,0,1,0
21852,36,607,0.8204747774480712,169,0.1943620178041543,5,1912.8,4174.14,56539.46,414,125236,7.055,0.042,9675,37,1,0,0,1,0
22104,12,1842,0.8204747774480712,379,0.7537091988130564,3,2637.67,4095.71,50942.98,157,125236,7.055,0.042,9675,33,0,1,0,1,0
67464,12,5622,0.8204747774480712,359,0.7537091988130564,1,5622.5,12352.04,55795.22,190,125236,7.055,0.042,9675,57,1,0,0,1,0
109344,12,9112,0.8204747774480712,504,0.1943620178041543,2,9020.0,7233.49,49698.99,129,285387,7.19,0.035,10177,54,0,1,0,1,0
210384,48,4383,0.8204747774480712,483,0.7537091988130564,2,5418.35,9630.43,47845.26,188,285387,7.19,0.035,10177,41,0,1,0,1,0
22260,60,371,0.8204747774480712,159,0.7537091988130564,2,1826.5,2251.9,30607.08,63,285387,7.19,0.035,10177,58,0,1,0,1,0
188532,36,5237,0.8204747774480712,648,0.7537091988130564,1,5237.0,14620.23,64388.99,210,285387,7.19,0.035,10177,23,0,1,0,1,0
55632,24,2318,0.8204747774480712,644,0.7537091988130564,1,2317.5,6178.5,30101.12,119,285387,7.19,0.035,10177,46,1,0,0,1,0
86184,12,7182,0.8204747774480712,237,0.1943620178041543,3,3475.17,11799.43,47496.08,269,285387,7.19,0.035,10177,56,0,1,0,1,0
92400,12,7700,0.8204747774480712,459,0.1943620178041543,3,4137.93,7329.52,42200.66,224,285387,7.19,0.035,10177,23,0,1,0,1,0
49440,60,824,0.8204747774480712,464,0.7537091988130564,4,1610.75,5092.53,53113.79,400,285387,7.19,0.035,10177,30,0,1,0,1,0
162624,48,3388,0.8204747774480712,585,0.7537091988130564,3,4306.33,6124.38,36298.75,294,285387,7.19,0.035,10177,39,0,1,0,1,0
83016,12,6918,0.8204747774480712,632,0.02967359050445104,3,4606.1,9277.95,61408.27,565,285387,7.19,0.035,10177,12,1,0,1,0,0
123600,60,2060,0.8204747774480712,297,0.7537091988130564,1,2060.0,8432.14,42213.87,229,285387,7.19,0.035,10177,25,1,0,0,1,0
73260,60,1221,0.8204747774480712,164,0.7537091988130564,3,3332.0,5400.75,32637.26,190,285387,7.19,0.035,10177,57,0,1,0,1,0
97392,12,8116,0.8204747774480712,400,0.7537091988130564,2,7221.6,10202.35,55253.61,203,285387,7.19,0.035,10177,33,1,0,0,1,0
134784,24,5616,0.8204747774480712,288,0.7537091988130564,1,5616.2,10682.7,62731.97,422,285387,7.19,0.035,10177,55,0,1,0,1,0
42840,12,3570,0.8204747774480712,265,0.7537091988130564,1,3570.0,5202.13,35217.84,135,285387,7.19,0.035,10177,56,1,0,0,1,0
33144,12,2762,0.8204747774480712,182,0.7537091988130564,4,2288.5,3833.72,24695.89,203,285387,7.19,0.035,10177,18,0,1,0,1,0
45024,48,938,0.8204747774480712,214,0.7537091988130564,3,2571.0,5758.37,40796.03,247,285387,7.19,0.035,10177,40,0,1,0,1,0
86184,12,7182,0.8204747774480712,237,0.1943620178041543,3,3475.17,11788.28,50556.81,269,285387,7.19,0.035,10177,56,0,1,0,1,0
305424,48,6363,0.8204747774480712,346,0.7537091988130564,3,4174.77,7444.95,42387.57,213,285387,7.19,0.035,10177,34,0,1,0,1,0
267600,48,5575,0.13353115727002968,678,0.7537091988130564,1,5575.3,11961.11,55270.81,193,285387,7.19,0.035,10177,40,0,1,0,1,0
89880,24,3745,0.13353115727002968,154,0.1943620178041543,1,3744.7,16527.96,73259.42,325,285387,7.19,0.035,10177,29,1,0,0,1,0
160920,36,4470,0.8204747774480712,359,0.1943620178041543,2,4841.25,11168.13,50293.42,65,85852,7.655,0.032,8965,23,1,0,0,1,0
71064,36,1974,0.8204747774480712,403,0.7537091988130564,3,2867.33,4549.54,32609.14,409,85852,7.655,0.032,8965,49,0,1,0,1,0
123216,48,2567,0.8204747774480712,561,0.02967359050445104,3,1873.1,10986.99,73383.99,439,85852,7.655,0.032,8965,19,0,1,0,1,0
130896,24,5454,0.8204747774480712,574,0.7537091988130564,2,4964.0,3598.55,36910.69,161,85852,7.655,0.032,8965,44,0,1,0,1,0
23628,12,1969,0.8204747774480712,547,0.7537091988130564,2,5735.85,12178.44,67867.18,570,85852,7.655,0.032,8965,37,1,0,0,1,0
327660,60,5461,0.8204747774480712,660,0.1943620178041543,2,9108.65,11413.26,50955.28,143,85852,7.655,0.032,8965,57,0,1,0,1,0
87360,24,3640,0.8204747774480712,321,0.1943620178041543,1,3639.5,9029.85,51558.5,398,85852,7.655,0.032,8965,28,1,0,0,1,0
212400,36,5900,0.13353115727002968,391,0.7537091988130564,1,5900.0,9688.58,62403.35,438,85852,7.655,0.032,8965,27,0,1,0,1,0
64860,60,1081,0.8204747774480712,561,0.7537091988130564,4,1137.25,3745.22,44139.58,180,85852,7.655,0.032,8965,19,0,1,0,1,0
96768,36,2688,0.8204747774480712,364,0.7537091988130564,2,7927.25,12966.32,59926.38,283,85852,7.655,0.032,8965,29,0,1,0,1,0
20832,48,434,0.8204747774480712,550,0.7537091988130564,5,1227.4,2197.58,20476.75,591,85852,7.655,0.032,8965,43,1,0,0,1,0
176148,36,4893,0.8204747774480712,135,0.7537091988130564,2,5038.0,11498.07,45596.19,230,85852,7.655,0.032,8965,33,0,1,0,1,0
44304,24,1846,0.8204747774480712,314,0.7537091988130564,3,2040.0,4074.93,57288.25,234,85852,7.655,0.032,8965,27,1,0,0,1,0
73056,48,1522,0.8204747774480712,290,0.7537091988130564,3,1772.0,2022.0,17913.51,294,119895,8.37,0.04,10446,21,1,0,0,1,0
253560,60,4226,0.8204747774480712,645,0.7537091988130564,1,4226.5,10167.7,40490.78,126,119895,8.37,0.04,10446,47,0,1,0,1,0
73836,36,2051,0.8204747774480712,188,0.1943620178041543,3,2447.67,8097.13,43375.65,335,119895,8.37,0.04,10446,28,0,1,0,1,0
91200,24,3800,0.8204747774480712,231,0.7537091988130564,2,7039.4,7871.54,32920.44,415,119895,8.37,0.04,10446,39,0,1,0,1,0
123408,24,5142,0.04599406528189911,384,0.02225519287833828,5,4004.8,7442.08,53253.45,322,119895,8.37,0.04,10446,28,1,0,0,1,0
